-936, -264, 4
-971, -251, 30
-1049, -256, 29
-1112, -317, -30
-1121, -338, -80
-1103, -306, -60
-1068, -269, 4
-1064, -264, 92
-1061, -319, 120
-1064, -401, 140
-,-,-
-881, -50, -74
-881, -50, -74
-867, 18, -76
-862, 49, -121
-844, 9, -134
-821, -66, -141
-794, -116, -165
-769, -66, -210
-725, -51, -259
-701, -22, -289
-698, 24, -279
-698, 24, -279
-676, -24, -256
-677, -60, -209
-671, -8, -181
-667, 86, -129
-677, 49, -66
-702, -19, -20
-732, -5, 40
-741, 18, 131
-741, 18, 131
-748, 17, 218
-776, 9, 251
-791, -92, 256
-862, -120, 231
-926, -41, 204
-926, -41, 204
-918, 26, 228
-877, 27, 261
-893, -17, 269
-944, -40, 295
-959, -29, 370
-933, -71, 452
-960, -170, 550
-960, -170, 550
-1054, -350, 651
-1172, -498, 778
-1163, -497, 860
-1089, -485, 867
-1073, -472, 899
-1118, -487, 951
-1152, -518, 985
-1148, -539, 938
-1112, -558, 844
-1075, -548, 833
-1023, -541, 859
-988, -542, 897
-985, -601, 902
-975, -623, 840
-910, -629, 778
-811, -582, 735
-768, -474, 704
-763, -400, 682
-796, -398, 614
-808, -436, 542
-801, -416, 509
-807, -292, 498
-853, -204, 485
-910, -276, 454
-894, -307, 391
-855, -278, 363
-855, -278, 363
-855, -166, 333
-912, -166, 316
-930, -203, 269
-868, -201, 223
-825, -161, 204
-882, -192, 207
-943, -263, 180
-918, -277, 144
-846, -214, 132
-870, -223, 117
-976, -291, 50
-1070, -352, -27
-1105, -362, -45
-1090, -338, 6
-1090, -315, 90
-1090, -315, 90
-,-,-
-763, -6, -92
-781, 3, -104
-716, -11, -123
-733, -38, -122
-826, -58, -136
-837, -28, -134
-795, -21, -145
-754, -46, -170
-727, -83, -180
-768, -76, -207
-808, -100, -251
-815, -121, -270
-783, -118, -240
-751, -77, -184
-751, -77, -184
-752, -7, -137
-784, -5, -102
-788, -76, -102
-804, -144, -57
-824, -54, 1
-833, -12, 88
-828, 5, 140
-828, 5, 140
-790, -13, 155
-790, -46, 146
-844, -29, 149
-879, 16, 209
-871, 43, 278
-871, 43, 278
-892, 17, 331
-957, -34, 397
-1016, -74, 465
-1022, -135, 521
-1035, -188, 618
-1028, -197, 653
-1030, -254, 649
-1027, -320, 651
-1024, -380, 713
-1039, -430, 747
-1096, -450, 757
-1155, -519, 773
-1192, -545, 825
-1192, -529, 856
-1168, -502, 844
-1139, -461, 817
-1102, -474, 820
-1039, -489, 827
-947, -522, 821
-860, -517, 789
-827, -443, 648
-788, -430, 569
-751, -444, 613
-738, -448, 658
-808, -400, 594
-808, -400, 594
-865, -354, 481
-845, -339, 396
-796, -329, 402
-839, -306, 439
-933, -299, 415
-989, -302, 336
-973, -314, 294
-903, -260, 303
-894, -172, 311
-949, -165, 295
-1010, -233, 250
-1023, -288, 185
-981, -294, 147
-985, -279, 95
-1014, -270, 9
-1014, -270, 9
-1022, -301, -24
-1001, -306, 23
-970, -272, 61
-991, -277, -1
-1045, -296, -76
-1099, -368, -77
-1136, -413, -33
-,-,-
-1003, -23, -14
-1042, -4, 17
-1034, -55, 11
-1036, -48, 12
-1036, -48, 12
-1041, -37, 14
-1027, -44, -2
-1001, -51, -35
-960, -73, -62
-914, -87, -91
-867, -114, -136
-818, -133, -182
-776, -93, -214
-726, -67, -254
-674, -60, -281
-647, -57, -273
-650, -67, -274
-666, -55, -277
-666, -55, -277
-653, -38, -220
-603, -21, -144
-561, -11, -66
-581, -24, -11
-646, -17, 27
-695, -14, 86
-707, -41, 141
-741, -34, 223
-741, -34, 223
-761, -19, 342
-800, -24, 454
-830, -52, 486
-875, -92, 487
-882, -67, 482
-862, -58, 495
-863, -76, 513
-926, -118, 570
-926, -118, 570
-1018, -208, 625
-1072, -293, 656
-1021, -286, 641
-954, -264, 668
-957, -291, 695
-995, -376, 641
-1013, -464, 593
-1053, -577, 676
-1073, -628, 817
-1128, -622, 909
-1093, -598, 863
-1086, -614, 827
-1070, -634, 866
-1024, -597, 900
-1011, -591, 904
-1036, -639, 894
-1006, -648, 883
-885, -609, 853
-762, -500, 818
-664, -455, 801
-643, -473, 803
-695, -525, 769
-738, -480, 672
-713, -473, 601
-688, -413, 600
-729, -333, 576
-806, -364, 503
-865, -421, 430
-895, -447, 416
-895, -447, 416
-893, -426, 397
-895, -312, 367
-884, -308, 353
-855, -335, 329
-911, -379, 305
-1025, -395, 257
-1023, -375, 189
-969, -350, 137
-964, -343, 113
-990, -339, 88
-978, -307, 51
-961, -324, 29
-970, -379, 1
-970, -379, 1
-1010, -410, -43
-1031, -437, -15
-1054, -457, 87
-1064, -491, 147
-,-,-
-939, -167, -12
-940, -181, -52
-903, -123, -15
-842, -9, -24
-842, -9, -24
-849, 1, -49
-853, -5, -75
-852, -77, -110
-859, -120, -149
-872, -128, -162
-873, -110, -154
-876, -114, -152
-866, -137, -162
-840, -177, -167
-808, -152, -154
-768, -109, -102
-726, -91, -29
-692, -111, 23
-692, -111, 23
-714, -142, 13
-731, -147, -17
-730, -152, -15
-712, -150, 31
-725, -125, 95
-731, -122, 169
-772, -131, 194
-822, -125, 148
-862, -139, 90
-881, -123, 124
-865, -80, 162
-865, -80, 162
-864, -33, 188
-893, -42, 229
-925, -100, 249
-982, -154, 262
-1001, -158, 317
-963, -122, 372
-921, -122, 381
-918, -168, 407
-976, -267, 535
-1040, -307, 669
-1020, -316, 663
-978, -343, 631
-954, -391, 655
-989, -473, 794
-989, -473, 794
-1035, -513, 894
-1043, -528, 924
-1013, -533, 898
-1049, -578, 915
-1032, -549, 936
-998, -511, 964
-995, -497, 953
-982, -497, 921
-956, -507, 897
-908, -533, 892
-842, -532, 921
-795, -432, 912
-763, -359, 876
-738, -361, 780
-742, -430, 709
-743, -473, 655
-736, -396, 622
-729, -301, 574
-752, -320, 513
-768, -375, 443
-768, -375, 443
-774, -413, 404
-780, -352, 404
-790, -325, 408
-804, -379, 385
-807, -451, 357
-799, -452, 325
-848, -387, 291
-876, -375, 227
-881, -396, 138
-879, -444, 73
-915, -465, 62
-976, -448, 48
-1031, -468, 53
-1031, -468, 53
-,-,-
-811, -87, -103
-921, -43, -65
-904, -83, -66
-919, -66, -81
-925, -81, -98
-915, -127, -124
-897, -169, -143
-867, -185, -151
-838, -189, -163
-810, -160, -168
-779, -143, -183
-751, -113, -174
-716, -112, -160
-674, -120, -154
-678, -135, -129
-678, -135, -72
-726, -153, -72
-776, -183, -29
-820, -164, -30
-843, -147, -49
-877, -162, -63
-922, -152, -74
-950, -129, -76
-924, -116, -85
-889, -105, -41
-859, -80, 29
-815, -31, 70
-782, -17, 80
-782, -17, 80
-745, -11, 133
-731, -7, 216
-776, 7, 332
-805, -6, 358
-812, -32, 365
-812, -32, 365
-782, -56, 356
-788, -113, 376
-841, -187, 480
-894, -260, 590
-881, -274, 640
-878, -333, 608
-946, -447, 599
-1053, -504, 646
-1084, -556, 768
-1048, -548, 861
-1079, -570, 895
-1278, -627, 954
-1363, -668, 1030
-1322, -574, 1101
-1228, -465, 1117
-1178, -462, 1101
-1142, -537, 1009
-1082, -575, 957
-962, -549, 910
-868, -548, 878
-792, -538, 807
-749, -510, 697
-714, -451, 633
-704, -466, 625
-670, -473, 599
-661, -462, 547
-739, -406, 456
-739, -406, 456
-816, -404, 378
-829, -400, 350
-762, -372, 393
-772, -286, 451
-906, -286, 466
-996, -378, 422
-994, -382, 324
-870, -339, 273
-740, -262, 313
-727, -204, 391
-760, -229, 413
-764, -310, 366
-821, -322, 298
-983, -384, 177
-1100, -403, 19
-1083, -324, -112
-1026, -234, -154
-1024, -160, -141
-1105, -223, -142
-1180, -293, -146
-1226, -261, -118
-1154, -272, -215
-1108, -192, -155
-1083, -168, 14
-1106, -297, 200
-1178, -394, 316
-,-,-
-801, -88, -148
-818, -134, -121
-779, -110, -113
-737, -103, -114
-712, -115, -104
-677, -115, -113
-655, -91, -77
-620, -67, -75
-610, -105, -81
-664, -139, -105
-741, -87, -150
-730, -29, -172
-725, -20, -115
-749, -24, -32
-795, -92, 89
-795, -92, 89
-785, -94, 154
-723, -10, 153
-739, -16, 187
-814, -122, 243
-930, -249, 342
-963, -262, 403
-889, -208, 428
-860, -186, 482
-960, -269, 608
-1072, -383, 707
-1088, -369, 701
-1040, -279, 597
-1045, -277, 536
-1087, -365, 553
-1084, -434, 547
-1041, -436, 473
-1029, -453, 532
-1033, -544, 751
-1005, -563, 893
-1005, -563, 893
-953, -550, 840
-950, -577, 741
-993, -643, 741
-1059, -732, 842
-1032, -696, 892
-942, -621, 878
-876, -563, 825
-873, -566, 814
-916, -651, 809
-919, -728, 811
-894, -780, 810
-818, -743, 767
-709, -644, 734
-649, -567, 704
-660, -576, 640
-696, -617, 559
-701, -609, 509
-669, -519, 521
-610, -385, 538
-610, -385, 538
-621, -320, 542
-700, -382, 512
-752, -476, 447
-761, -455, 396
-808, -369, 381
-912, -355, 366
-972, -429, 330
-941, -442, 254
-907, -390, 234
-884, -332, 250
-874, -306, 261
-830, -300, 233
-800, -298, 120
-864, -319, -31
-965, -338, -164
-1012, -363, -283
-1010, -330, -309
-953, -340, -190
-959, -364, -36
-1034, -408, 63
-1058, -439, 146
-1058, -439, 236
-1050, -462, 236
-1043, -458, 329
-1054, -426, 354
-1102, -472, 350
-,-,-
-830, 36, -48
-888, -12, -71
-888, -12, -71
-911, -77, -85
-909, -72, -109
-912, -44, -154
-894, -32, -242
-864, -24, -301
-841, 2, -319
-816, 19, -313
-777, 27, -315
-748, 21, -314
-748, 21, -314
-762, -16, -271
-785, -47, -209
-768, -55, -161
-721, -18, -130
-665, 15, -74
-659, 15, -14
-716, -22, 22
-763, -91, 38
-763, -91, 38
-758, -145, 75
-713, -110, 122
-700, -49, 224
-727, -83, 312
-800, -208, 343
-869, -324, 380
-858, -282, 350
-812, -154, 328
-785, -140, 352
-813, -216, 370
-813, -216, 370
-890, -321, 373
-958, -370, 401
-944, -398, 428
-924, -450, 454
-945, -492, 457
-986, -524, 462
-976, -555, 517
-966, -586, 600
-992, -604, 661
-1040, -604, 676
-1112, -624, 683
-1192, -691, 723
-1219, -692, 782
-1186, -649, 832
-1137, -602, 843
-1100, -600, 802
-1054, -633, 755
-1003, -667, 747
-926, -629, 737
-813, -559, 755
-744, -568, 795
-748, -647, 759
-732, -695, 696
-671, -692, 655
-671, -692, 655
-610, -462, 632
-628, -404, 644
-734, -525, 631
-807, -633, 564
-858, -623, 492
-883, -493, 432
-877, -435, 394
-870, -464, 353
-860, -511, 309
-852, -487, 289
-881, -397, 240
-919, -388, 160
-908, -413, 64
-839, -385, 30
-839, -385, 30
-791, -299, 76
-848, -231, 86
-966, -275, 16
-1023, -352, -90
-1003, -338, -126
-972, -277, -124
-1001, -267, -122
-1071, -332, -119
-1135, -441, -100
-1164, -449, 6
-,-,-
-756, -87, -69
-774, -13, -25
-841, -6, -100
-911, -97, -161
-962, -155, -170
-904, -138, -159
-863, -105, -155
-860, -102, -185
-839, -103, -252
-809, -82, -284
-750, -66, -264
-704, -31, -207
-658, -12, -190
-627, -5, -208
-614, -28, -184
-614, -28, -184
-623, -15, -131
-640, 1, -47
-671, 13, 34
-691, -33, 72
-709, -78, 75
-767, -129, 110
-767, -129, 110
-845, -164, 216
-873, -157, 264
-892, -100, 285
-909, -75, 226
-970, -145, 174
-1012, -215, 167
-1000, -126, 207
-955, -40, 218
-944, -88, 234
-982, -202, 279
-1018, -250, 386
-978, -248, 470
-907, -179, 484
-898, -166, 437
-920, -244, 437
-948, -318, 490
-948, -318, 490
-958, -410, 548
-968, -458, 631
-987, -466, 677
-1031, -526, 739
-1057, -546, 814
-1074, -540, 878
-1055, -539, 884
-1042, -528, 881
-1073, -516, 887
-1094, -500, 856
-1085, -514, 815
-1044, -503, 805
-989, -494, 819
-961, -541, 828
-940, -604, 811
-900, -629, 794
-826, -534, 781
-728, -480, 790
-677, -429, 742
-706, -381, 629
-772, -387, 516
-830, -401, 451
-860, -406, 458
-860, -406, 458
-842, -380, 468
-835, -341, 471
-852, -354, 481
-857, -349, 488
-850, -364, 494
-843, -376, 475
-853, -369, 431
-861, -362, 385
-830, -325, 328
-802, -277, 283
-832, -277, 232
-879, -331, 185
-883, -329, 139
-851, -295, 153
-844, -262, 154
-905, -293, 131
-905, -293, 131
-990, -322, 24
-1078, -396, -63
-1099, -435, -63
-1087, -405, -19
-1073, -395, -21
-1082, -431, -33
-,-,-
-799, -175, -147
-770, -117, -168
-746, -131, -234
-751, -110, -242
-782, -107, -231
-782, -107, -223
-781, -67, -223
-773, -111, -246
-753, -165, -298
-739, -223, -291
-740, -232, -243
-702, -170, -177
-641, -139, -114
-615, -144, -108
-627, -185, -197
-677, -241, -204
-671, -235, -186
-621, -176, -160
-618, -178, -64
-690, -266, 10
-733, -340, 26
-732, -383, 39
-741, -321, 107
-761, -324, 240
-804, -390, 317
-863, -422, 339
-876, -410, 332
-887, -414, 367
-893, -463, 414
-917, -483, 436
-917, -483, 436
-971, -549, 446
-1040, -600, 445
-1070, -647, 484
-1074, -685, 532
-1046, -690, 523
-1065, -710, 546
-1099, -740, 593
-1111, -734, 628
-1074, -700, 584
-1029, -720, 529
-1032, -717, 536
-1053, -756, 620
-1068, -774, 725
-1065, -794, 750
-1050, -792, 724
-996, -773, 713
-910, -760, 751
-839, -746, 760
-798, -689, 712
-742, -650, 634
-694, -641, 600
-695, -592, 585
-772, -548, 548
-784, -549, 493
-741, -506, 438
-720, -451, 394
-795, -401, 366
-868, -424, 353
-868, -424, 353
-848, -412, 312
-785, -373, 276
-748, -348, 253
-736, -341, 260
-696, -280, 293
-679, -217, 330
-831, -251, 255
-994, -384, 55
-1032, -404, -145
-968, -318, -179
-942, -250, -80
-1047, -322, 1
-1141, -435, -10
-1136, -439, -46
-1099, -389, -17
-1077, -318, 52
-1082, -327, 106
-,-,-
-701, -109, 30
-705, -51, 36
-664, -41, -11
-689, -58, -96
-721, -98, -132
-703, -87, -144
-692, -71, -158
-692, -71, -158
-708, -38, -178
-736, -56, -216
-759, -118, -215
-794, -167, -181
-820, -258, -146
-792, -261, -109
-728, -163, -101
-706, -108, -121
-729, -134, -119
-718, -179, -84
-688, -171, -24
-660, -82, 62
-643, 1, 146
-669, 14, 198
-731, -28, 222
-731, -28, 222
-802, -96, 271
-870, -186, 339
-918, -159, 404
-937, -80, 403
-955, -106, 381
-1014, -192, 383
-1055, -277, 417
-1049, -292, 450
-1044, -314, 482
-1066, -351, 529
-1095, -411, 576
-1090, -445, 614
-1075, -451, 642
-1086, -493, 654
-1109, -526, 695
-1118, -537, 743
-1104, -512, 746
-1099, -495, 716
-1087, -524, 708
-1039, -528, 719
-982, -509, 746
-954, -525, 753
-960, -568, 752
-952, -572, 780
-868, -571, 813
-756, -508, 843
-756, -508, 843
-717, -419, 844
-735, -432, 812
-726, -480, 753
-696, -467, 682
-694, -389, 600
-735, -373, 573
-748, -386, 559
-751, -388, 515
-812, -362, 429
-899, -370, 354
-903, -355, 305
-877, -319, 304
-885, -241, 284
-892, -254, 274
-895, -272, 247
-895, -272, 247
-885, -312, 237
-895, -326, 233
-1011, -353, 158
-1130, -420, 36
-1140, -446, -99
-1101, -419, -145
-1045, -391, -81
-1034, -365, 40
-1073, -380, 136
-1102, -431, 165
-1085, -441, 175
-,-,-
-876, -85, -128
-868, -94, -142
-837, -61, -140
-837, -61, -140
-774, -86, -136
-732, -6, -97
-676, 28, -144
-662, -18, -232
-668, -55, -225
-660, -51, -194
-620, -22, -119
-582, 12, -43
-567, -25, -25
-614, -122, -64
-614, -122, -64
-687, -117, -59
-685, -107, -1
-665, -147, 126
-736, -209, 253
-829, -199, 289
-859, -138, 245
-832, -81, 171
-781, -76, 116
-776, -81, 114
-809, -66, 200
-849, -119, 366
-849, -119, 366
-884, -152, 462
-914, -216, 428
-962, -312, 450
-1014, -424, 569
-1030, -487, 733
-1033, -524, 857
-1044, -546, 900
-1081, -559, 905
-1100, -575, 927
-1080, -557, 912
-1076, -555, 904
-1126, -607, 900
-1151, -620, 861
-1139, -617, 856
-1102, -598, 895
-1063, -580, 962
-1002, -575, 974
-981, -596, 956
-952, -595, 874
-888, -619, 819
-782, -593, 800
-670, -522, 782
-628, -429, 736
-638, -447, 662
-654, -468, 601
-673, -403, 559
-669, -327, 502
-691, -325, 470
-691, -325, 470
-746, -343, 414
-799, -371, 348
-863, -368, 293
-885, -386, 238
-880, -417, 219
-856, -400, 242
-878, -340, 280
-915, -320, 252
-943, -358, 201
-929, -359, 176
-901, -329, 196
-909, -288, 197
-980, -312, 149
-1055, -406, 48
-1110, -458, -11
-1096, -449, 11
-1096, -449, 11
-1037, -428, 133
-1011, -458, 196
-1034, -485, 208
-1052, -515, 195
-1045, -529, 186
-,-,-
-811, -127, -130
-837, -104, -110
-803, -55, -102
-776, -35, -124
-769, -43, -145
-772, -60, -199
-766, -65, -227
-730, -52, -247
-699, -59, -268
-682, -33, -261
-682, -33, -261
-698, -53, -259
-700, -61, -270
-678, -65, -247
-650, -72, -231
-657, -70, -194
-686, -64, -122
-698, -84, -65
-701, -116, -2
-707, -163, 40
-727, -198, 84
-752, -226, 173
-735, -203, 264
-735, -203, 264
-737, -196, 348
-767, -236, 388
-804, -256, 371
-834, -260, 362
-857, -235, 398
-856, -269, 432
-869, -318, 433
-900, -335, 422
-962, -364, 470
-959, -379, 564
-896, -395, 663
-893, -442, 708
-939, -451, 699
-979, -525, 721
-971, -562, 807
-972, -603, 885
-972, -603, 885
-1047, -655, 925
-1153, -662, 899
-1178, -653, 913
-1128, -635, 955
-1081, -606, 1012
-1074, -621, 1049
-1077, -643, 1007
-982, -676, 915
-982, -676, 915
-848, -622, 894
-729, -526, 866
-670, -492, 818
-680, -509, 784
-712, -535, 742
-734, -553, 661
-706, -515, 589
-666, -441, 570
-685, -397, 566
-700, -371, 517
-740, -361, 425
-785, -319, 322
-773, -305, 280
-746, -295, 293
-804, -303, 330
-804, -303, 330
-922, -317, 284
-978, -352, 145
-969, -360, 37
-938, -326, 44
-941, -260, 91
-982, -221, 115
-1004, -230, 123
-991, -269, 137
-971, -291, 124
-991, -370, 52
-1015, -454, -18
-1075, -589, -40
-1132, -648, -33
-,-,-
-766, -25, -337
-823, -74, -303
-805, -90, -334
-722, -40, -300
-643, 5, -294
-628, -31, -283
-619, -97, -250
-654, -95, -204
-708, -42, -192
-707, -45, -190
-662, -91, -174
-662, -91, -174
-651, -129, -131
-705, -120, -54
-729, -109, 32
-714, -120, 80
-704, -168, 99
-723, -188, 129
-750, -207, 189
-781, -226, 301
-807, -248, 372
-835, -217, 412
-871, -232, 448
-912, -270, 459
-971, -288, 491
-1010, -327, 564
-1053, -373, 635
-1103, -427, 652
-1099, -427, 604
-1068, -444, 587
-1047, -444, 600
-1047, -509, 600
-1080, -570, 637
-1100, -622, 661
-1098, -659, 703
-1112, -643, 760
-1135, -673, 809
-1159, -658, 834
-1182, -700, 885
-1171, -725, 888
-1150, -757, 864
-1104, -763, 810
-1027, -765, 757
-935, -746, 709
-857, -722, 661
-818, -687, 632
-790, -614, 610
-735, -572, 611
-692, -533, 606
-716, -520, 578
-755, -539, 530
-768, -520, 453
-739, -414, 390
-718, -294, 378
-770, -285, 393
-864, -352, 393
-904, -401, 323
-839, -335, 225
-767, -242, 209
-767, -242, 209
-774, -188, 231
-827, -233, 285
-858, -238, 297
-837, -186, 271
-855, -176, 252
-931, -208, 237
-1019, -257, 149
-1054, -298, 42
-1053, -260, 8
-1067, -217, -2
-1102, -257, -10
-1100, -289, -24
-1093, -313, 15
-1111, -334, 65
-1145, -378, 77
-,-,-
-631, 0, -194
-595, 17, -232
-587, 15, -245
-587, 15, -245
-610, 54, -253
-628, 58, -274
-668, 44, -267
-704, 23, -300
-722, 9, -332
-690, -8, -313
-673, 0, -254
-673, 0, -254
-688, -51, -175
-703, -85, -126
-699, -47, -119
-685, -17, -111
-703, -57, -91
-708, -117, -31
-695, -143, 50
-701, -85, 106
-723, -74, 152
-723, -74, 152
-751, -174, 196
-814, -235, 238
-856, -263, 281
-865, -295, 317
-889, -332, 341
-937, -372, 351
-971, -418, 331
-965, -446, 310
-927, -432, 318
-895, -500, 379
-935, -643, 490
-977, -750, 592
-955, -774, 653
-886, -728, 723
-835, -743, 780
-835, -743, 780
-857, -764, 815
-923, -804, 825
-981, -842, 847
-1001, -862, 856
-1009, -834, 859
-1008, -785, 880
-990, -786, 889
-965, -798, 874
-950, -817, 852
-910, -845, 843
-829, -858, 815
-750, -894, 765
-689, -894, 704
-629, -841, 660
-588, -762, 629
-595, -748, 623
-649, -771, 587
-721, -745, 533
-721, -745, 533
-722, -704, 478
-702, -625, 455
-741, -576, 471
-771, -535, 430
-754, -492, 337
-719, -479, 253
-713, -441, 215
-728, -389, 240
-749, -349, 252
-755, -365, 214
-802, -358, 162
-860, -394, 152
-878, -371, 149
-847, -299, 127
-843, -236, 33
-843, -236, 33
-891, -294, -49
-964, -336, -61
-1029, -385, -6
-1059, -341, -9
-1069, -315, -116
-1078, -371, -229
-1109, -422, -224
-1136, -445, -134
-1115, -471, -51
-1113, -453, -10
-,-,-
-580, -102, -111
-569, -71, -119
-499, -26, -150
-483, 68, -195
-530, 46, -270
-589, -18, -293
-619, -21, -293
-619, -21, -293
-628, 30, -339
-638, 114, -389
-647, 132, -400
-682, 77, -367
-675, -2, -350
-681, -48, -310
-694, -53, -307
-737, -20, -332
-751, -40, -305
-709, -107, -238
-695, -171, -124
-718, -175, -40
-704, -152, -70
-687, -199, -34
-671, -265, 77
-671, -265, 77
-659, -291, 145
-670, -284, 221
-679, -321, 324
-667, -369, 389
-673, -465, 436
-726, -556, 499
-784, -623, 561
-811, -650, 600
-812, -638, 598
-830, -669, 629
-824, -704, 685
-825, -754, 739
-857, -828, 780
-857, -828, 780
-877, -865, 817
-892, -876, 865
-918, -859, 915
-936, -885, 986
-957, -875, 1004
-960, -857, 987
-950, -839, 1011
-920, -853, 1050
-888, -894, 1035
-850, -902, 989
-789, -843, 916
-691, -765, 860
-590, -736, 832
-571, -734, 812
-610, -735, 744
-611, -701, 680
-563, -643, 655
-530, -603, 640
-587, -580, 590
-587, -580, 474
-650, -618, 474
-661, -601, 379
-625, -469, 361
-645, -356, 396
-710, -360, 386
-785, -454, 291
-801, -494, 181
-781, -385, 178
-742, -270, 253
-769, -276, 269
-833, -378, 177
